vertex_name,position_x,position_y
646,0.226,-0.342
647,0.1126,-0.2646
648,-0.1774,-0.1013
649,0.3245,0.02893
650,0.09178,0.3505
651,0.4881,0.4803
652,-0.285,0.04786
653,0.2864,-0.4159
654,0.03949,0.2137
655,0.3132,-0.1759
656,0.1336,-0.665
657,0.3972,-0.1388
658,0.3712,0.09388
659,-0.198,0.3687
660,-0.5138,0.1438
661,0.009135,0.7656
662,0.4314,0.233
663,-0.4704,-0.1919
664,-0.0381,-0.1011
665,-0.3657,-0.2895
666,-0.04084,0.481
667,0.2664,-0.573
668,-0.3084,0.5072
669,-0.1204,0.1569
670,0.1263,-0.09622
671,0.07455,-0.1486
672,0.125,0.3989
673,0.1185,0.1764
674,-0.5356,0.402
675,-0.201,0.504
676,-0.4635,-0.3228
677,-0.2273,0.3359
678,-0.07617,-0.3745
679,0.5096,-0.07345
680,-0.5726,0.1774
681,-0.2242,-0.4308
682,0.5381,-0.2265
683,0.03995,-1.138
684,0.7974,-0.1758
685,-0.5138,0.3041
686,-0.2964,0.6321
687,-0.1716,-0.03325
688,0.1387,-0.2254
689,-0.3361,0.469
690,0.1259,-0.1958
691,-0.4456,0.1791
692,0.8384,-0.5606
693,-0.1157,0.005858
694,-0.314,0.3052
695,0.2393,0.4308
696,-0.01484,-0.5932
697,0.2442,0.1719
698,0.1812,-0.5727
699,0.4513,-0.06479
700,0.1455,0.09906
701,-0.00737,0.07973
702,-0.5411,-0.2214
703,0.3669,0.2415
704,-0.3043,-0.1265
705,-0.1767,0.2027
706,0.03619,-0.6025
707,-0.2494,0.0619
708,0.2009,0.2808
709,-0.2711,-0.2919
710,0.0225,-0.04485
711,0.2152,0.3192
712,0.3852,0.4255
713,-0.2418,0.4219
714,-0.1772,-0.2022
715,-0.1728,0.3566
716,-0.1204,-0.5189
717,-0.06109,-0.00177
718,0.01585,-0.02164
719,0.1676,0.2494
720,-0.1858,0.4264
721,-0.3777,0.2911
722,0.05946,0.0941
723,0.7088,0.1039
724,0.2155,-0.216
725,-0.06364,-0.1926
726,0.6015,0.1044
727,-0.1083,0.1126
728,-0.06231,-0.1755
729,0.3538,-0.0621
730,0.0554,0.7903
731,-0.4702,-0.112
732,-0.5563,0.2793
733,-0.4565,0.4709
734,0.5282,-0.1813
735,-0.3478,-0.1123
736,-0.1688,-0.1358
737,0.04766,0.02701
738,0.08968,0.1181
739,-0.5086,0.3718
740,-0.492,0.127
741,0.05382,-0.06361
742,-0.4376,0.1501
743,0.4887,0.2756
744,-0.03739,0.3181
745,-0.1273,0.4579
746,0.2331,0.5746
747,0.0005376,0.09354
748,-0.1292,-0.0899
749,-0.6821,0.1056
750,0.2248,-0.06749
751,0.2202,0.2084
752,0.5126,0.7742
753,-0.3366,0.8909
754,0.5804,0.9759
755,0.4167,0.6786
756,0.3618,0.6831
757,0.2753,0.9452
758,0.007033,0.6031
759,-0.5727,0.6886
760,-0.3896,0.1714
761,-0.5523,0.4255
762,0.1312,-0.4792
763,0.3027,-0.03408
764,0.7057,0.2627
765,0.03268,-0.2893
766,0.2302,0.2015
767,0.01088,0.2697
768,-0.6812,-0.5242
769,0.201,0.2379
770,0.5249,-0.1462
771,-0.2332,-0.2664
772,-0.1392,-0.0254
773,-0.3163,-0.01582
774,-0.7637,0.0909
775,-0.1508,0.1984
776,-0.6353,-0.2336
777,0.1372,0.7808
778,0.1064,0.1003
779,0.2552,-0.8722
780,0.1297,-0.3607
781,-0.3113,0.3179
782,0.9991,-0.04094
783,0.08989,-0.2161
784,-0.1935,-0.3458
785,0.3242,0.5156
786,0.3916,0.3744
787,-0.4897,0.04372
788,1.247,-0.7129
789,-0.1153,0.1044
790,-0.1378,-0.1814
791,-0.5057,0.0399
792,0.4109,0.4088
793,-0.2035,0.3858
794,0.3699,0.2834
795,-0.08346,0.2165
796,-0.682,0.138
797,-0.3024,0.6428
798,0.005398,-0.05848
799,-0.1411,0.209
800,0.9092,0.3656
801,-0.0396,-0.1727
802,0.2382,0.1999
803,0.8625,-0.08923
804,-0.1035,-0.1155
805,0.524,0.6526
806,-0.466,-0.01388
807,0.07207,-0.4315
808,0.1474,-0.2255
809,0.6832,0.276
810,0.1877,-0.296
811,-0.08352,0.6797
812,-0.7366,-0.6323
813,0.7211,0.04127
814,-0.0653,0.1515
815,0.2525,-0.1913
816,-0.4333,0.7114
817,0.05362,0.7007
818,0.01521,-0.1793
819,-0.4212,-0.1679
820,0.07389,0.0721
821,-0.08133,0.041
822,0.4435,0.1265
823,-0.02058,-0.6071
824,-0.4728,0.7309
825,0.4016,-0.08459
826,0.3141,-0.04083
827,0.1627,0.1697
828,0.4842,-0.2799
829,-0.1815,0.01507
830,-0.08941,0.08226
831,0.607,0.1335
832,-0.3429,0.02586
833,-0.3183,-0.1435
834,-0.04772,-0.4047
835,0.1059,-0.4381
836,-0.2444,-0.1047
837,0.5733,-0.1755
838,0.146,0.08808
839,0.7605,-0.1519
840,0.9947,-0.1204
841,0.7208,-0.4328
842,0.04661,-0.4581
843,0.4705,-0.4427
844,-0.1108,0.06074
845,0.2413,-0.2413
846,0.6234,0.09607
847,-0.2744,0.4579
848,-0.2471,-0.2418
849,0.2108,0.1832
850,0.5197,0.3427
851,-0.1272,0.0913
852,-0.01272,0.736
853,0.5784,-0.006221
854,0.1575,0.309
855,-0.1696,0.14
856,-0.4329,-0.03224
857,-0.06946,-0.3537
858,0.4732,0.3767
859,-0.5675,-0.1816
860,0.239,0.7603
861,-0.09239,0.2064
862,0.177,0.06995
863,0.06716,0.1424
864,-0.3626,0.2186
865,0.4433,0.149
866,0.6933,0.193
867,0.2354,-0.3631
868,-0.0633,0.1127
869,-0.9751,0.2234
870,-0.144,0.2255
871,-0.5119,0.1731
872,-0.154,0.1863
873,0.1243,-0.03372
874,-0.7575,-0.1557
875,0.5983,-0.08745
876,-0.687,0.7134
877,-0.7251,-0.3667
878,0.3666,-0.4496
879,0.6214,0.05047
880,-0.03972,0.001211
881,-0.1378,-0.4482
882,0.5263,0.3662
883,0.3382,-0.01029
884,-0.2392,0.0322
885,0.06103,-0.08389
886,-0.09455,0.09594
887,0.6409,-0.1355
888,-0.3175,0.3788
889,-0.2905,-0.2014
890,-0.02213,0.1509
891,0.2823,0.03006
892,0.1965,-0.1136
893,-0.1661,-0.8436
894,0.214,0.4301
895,0.5924,-0.3219
896,-0.02863,0.2956
897,1.04,0.3242
898,0.01963,-0.1289
899,-0.3113,-0.001706
900,-0.1645,-0.02163
901,0.5898,-0.03407
902,-0.1902,-0.375
903,-0.5814,0.2336
904,0.2281,-0.2518
905,0.118,0.02617
906,0.03432,0.107
907,-0.02526,-0.3584
908,0.9058,0.07596
909,0.1273,-0.3269
910,-0.3485,0.5199
911,0.4976,-0.7901
912,0.06236,-0.1934
913,-0.3897,0.7778
914,0.3135,-0.3166
915,0.2228,0.1351
916,-0.04793,0.2726
917,-0.2173,-0.04781
918,-0.1078,0.8698
919,0.5814,-0.2705
920,-0.2989,0.5021
921,-0.2336,0.3858
922,0.01192,0.144
923,0.3822,0.006349
924,0.8054,0.1301
925,0.3419,0.04384
926,0.7041,-0.2877
927,-0.1453,-0.2115
928,-0.05664,0.1446
929,-1.056,0.1716
930,0.01719,0.04659
931,-0.05581,-1.134
932,-0.3892,0.1528
933,0.1254,0.1864
934,0.08004,0.2028
935,0.5403,0.4572
936,-0.1676,-0.01138
937,0.1451,0.1943
938,0.377,-0.2432
939,0.5352,-0.1177
940,-0.5528,-0.2736
941,-0.3097,-0.01925
942,0.8272,-0.265
943,0.2394,0.1509
944,-0.07907,-0.09588
945,0.1292,-0.02444
946,0.0649,-0.2733
947,0.4851,0.3834
948,0.3718,0.1178
949,0.2944,0.3105
950,0.5776,0.3274
951,-0.1309,0.5438
952,0.5787,0.8382
953,-0.1745,0.2688
954,0.5254,-0.527
955,0.2443,-0.07765
956,0.2635,0.1767
957,-0.731,-0.1608
958,-0.03607,0.4069
959,-0.2634,0.5708
960,-0.02005,-0.2456
961,0.0101,-0.05075
962,-1.07,-0.422
963,-0.1667,-0.07355
964,-0.1722,0.1265
965,-0.2708,0.2095
966,0.3351,0.3538
967,-0.167,0.2146
968,0.6744,-0.4107
969,0.101,0.0654
970,-0.1227,0.3581
971,0.5494,0.5116
972,-0.1777,0.03654
973,-0.075,-0.2775
974,-0.5974,-0.07252
975,0.2572,0.1291
976,0.2391,-0.1483
977,0.3507,0.1445
978,0.3383,-0.8925
979,0.281,-0.5084
980,0.2409,0.4971
981,0.5642,-0.3056
982,-0.4815,-0.2413
983,0.1807,0.2613
984,0.208,1.312
985,-0.3278,0.3242
986,0.553,-0.04993
987,-0.06073,0.04211
988,-0.267,0.08753
989,0.1847,-0.2591
990,-0.6888,0.7477
991,0.3657,-0.129
992,0.214,0.1786
993,-0.1071,0.2424
994,0.06492,0.4789
995,0.9137,-0.1565
996,-0.614,-0.4544
997,-0.04728,0.03218
998,-0.2702,0.2559
999,0.03274,-0.08191
1000,0.005409,0.009393
1001,0.8709,0.3334
1002,0.409,0.0168
1003,0.239,0.02129
1004,-0.4177,-0.2935
1005,0.3066,0.1743
1006,0.3943,0.2588
1007,-0.2853,0.2404
1008,-0.2522,0.01228
1009,0.2743,-0.2621
1010,-0.3536,-0.4222
1011,0.2592,0.01287
1012,0.1293,0.9652
1013,0.2212,-0.4974
1014,0.2966,-0.0959
1015,-0.3454,0.3162
1016,-0.4945,-0.3196
1017,-0.1848,0.4565
1018,0.1175,0.7644
1019,-0.2742,0.5506
1020,-0.2144,0.5786
1021,-0.3623,-0.04072
1022,0.1288,-0.1547
1023,0.3587,-0.3295
1024,0.4741,-0.4705
1025,0.1104,-0.4361
1026,-0.3111,0.3303
1027,-0.1107,0.7628
1028,0.1149,-0.01788
1029,-0.006093,0.2801
1030,0.296,0.1924
1031,-0.9306,0.3739
1032,0.2872,0.2951
1033,-0.4065,0.237
1034,-0.1144,0.1116
1035,-0.1038,-0.3641
1036,0.2015,-0.182
1037,-0.8047,-0.01591
1038,0.2013,0.5778
1039,0.1726,0.5477
1040,0.328,-0.00269
1041,-0.09029,0.03748
1042,-0.1003,0.3248
1043,-0.6959,-0.6516
1044,-0.2,0.5064
1045,0.2934,0.1188
1046,-0.3841,0.1119
1047,-0.6304,0.4755
1048,-0.5217,1.203
1049,-0.4443,0.4836
1050,-0.09395,0.05692
1051,-1.118,-0.2878
1052,0.4267,-0.8042
1053,0.08454,0.4912
1054,0.1724,0.578
1055,-0.7549,0.8845
1056,0.3731,-0.05076
1057,-0.7242,0.2479
1058,0.7454,0.1391
1059,-0.3679,0.1816
1060,0.2465,-0.1163
1061,0.1505,-0.5347
1062,-0.7601,0.5567
1063,-0.19,0.1685
1064,0.7181,-0.0232
1065,0.2817,0.7357
1066,-0.9596,0.922
1067,-0.4085,0.8854
1068,-0.5664,0.262
1069,-0.3214,-0.0851
1070,-0.1634,0.1848
1071,-0.03758,0.5006
1072,0.3936,0.4161
1073,0.2477,-0.251
1074,-0.2921,0.2281
1075,-0.7815,0.08294
1076,0.3039,-0.4213
1077,0.4751,-0.06217
1078,-0.7409,-1.188
1079,-0.06576,0.4885
1080,0.4927,0.3989
1081,-0.2149,0.1936
1082,0.4441,0.1353
1083,0.3122,-0.9039
1084,0.06321,0.5744
1085,0.01405,-0.1544
1086,0.2801,0.5947
1087,0.5223,0.353
